ID,Departamento,Categoria_Planta,Tipo_Planta,Temperatura_C,Humedad_Relativa_pct,Horas_Luz_Solar,pH_Suelo,Tipo_Suelo,Fertilidad_Suelo,Crecimiento_cm_semana,Cond_Temperatura,Cond_Humedad,Cond_Luz_Solar,Cond_pH,Cond_Suelo,Cond_Fertilidad,Condiciones_Optimas_Total,Estado_Crecimiento
2717,Cesar,Planta Tropical,Cacao,27.6,93.8,2.8,5.4,Arcilloso,Alta,26.08,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
2718,Cesar,Cultivo Agrícola,Papa,23.0,60.4,11.6,5.66,Franco-Arcilloso,Media,48.21,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2719,Tolima,Planta Tropical,Plátano,28.5,87.8,8.6,6.04,Limoso,Baja,43.08,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2720,Cesar,Planta Tropical,Cacao,22.7,67.2,8.8,5.68,Arenoso,Baja,28.46,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Baja,2,Regular
2721,Huila,Cultivo Agrícola,Papa,23.0,46.2,8.8,4.31,Arcilloso,Baja,7.93,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,No óptimo,Baja,1,Malo
2722,Antioquia,Planta Tropical,Yuca,16.2,56.5,13.2,7.2,Arcilloso,Media,16.43,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
2723,Nariño,Cultivo Agrícola,Frijol,33.3,75.0,12.6,7.33,Franco-Arcilloso,Alta,29.54,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2724,Cauca,Cultivo Agrícola,Maíz,23.8,80.1,11.3,5.35,Limoso,Media,16.16,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2725,Santander,Hortaliza,Tomate,33.6,43.3,8.5,7.51,Franco,Baja,4.9,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Regular
2726,Cesar,Hortaliza,Zanahoria,27.2,76.4,5.5,6.92,Limoso,Media,68.87,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2727,Tolima,Cultivo Agrícola,Sorgo,34.7,64.7,5.6,6.37,Arenoso,Media,21.8,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
2728,Cesar,Planta Tropical,Plátano,23.7,81.3,10.7,5.03,Franco,Alta,35.92,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2729,Nariño,Hortaliza,Tomate,18.3,89.2,10.3,5.87,Arenoso,Baja,26.51,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Baja,3,Regular
2730,Valle del Cauca,Cultivo Agrícola,Papa,21.6,63.9,10.4,6.56,Franco-Arcilloso,Alta,5.01,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2731,Antioquia,Cultivo Agrícola,Frijol,24.0,56.0,12.2,6.09,Arcilloso,Baja,52.08,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Regular
2732,Valle del Cauca,Hortaliza,Cebolla,16.3,37.4,13.7,6.14,Limoso,Media,28.33,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Regular
2733,Meta,Cultivo Agrícola,Sorgo,37.8,83.6,12.8,6.21,Franco,Alta,7.57,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2734,Boyacá,Hortaliza,Cebolla,20.9,63.6,10.2,6.14,Franco,Baja,34.89,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2735,Boyacá,Planta Tropical,Palma,23.1,57.2,10.3,4.14,Franco-Arcilloso,Media,35.67,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
2736,Cundinamarca,Cultivo Agrícola,Trigo,15.1,82.2,8.8,7.54,Arenoso,Media,22.68,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Malo
2737,Tolima,Cultivo Agrícola,Maíz,30.3,35.9,12.0,6.47,Limoso,Baja,31.78,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,3,Regular
2738,Sucre,Planta Tropical,Café,24.5,60.1,2.9,6.4,Limoso,Media,34.69,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2739,Bolívar,Hortaliza,Zanahoria,19.5,62.1,11.6,6.2,Limoso,Media,52.17,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
2740,Bolívar,Cultivo Agrícola,Papa,4.0,48.2,7.7,6.57,Franco,Baja,18.38,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
2741,Cauca,Hortaliza,Cebolla,26.5,76.3,13.0,7.79,Arcilloso,Media,2.45,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
2742,Meta,Hortaliza,Pimentón,16.8,77.9,13.7,7.67,Franco,Alta,39.28,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2743,Cesar,Planta Tropical,Yuca,35.5,69.4,7.3,4.81,Limoso,Baja,32.43,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
2744,Nariño,Cultivo Agrícola,Sorgo,23.7,56.3,5.2,6.3,Franco-Arcilloso,Baja,41.57,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
2745,Cesar,Cultivo Agrícola,Trigo,7.7,49.1,13.8,6.38,Franco-Arcilloso,Baja,43.31,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
2746,Meta,Cultivo Agrícola,Sorgo,30.9,49.1,7.3,7.78,Arcilloso,Media,24.33,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Regular
2747,Santander,Hortaliza,Cebolla,28.5,54.1,5.2,5.57,Arcilloso,Media,15.14,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
2748,Nariño,Hortaliza,Pimentón,23.6,87.8,9.3,7.19,Franco-Arcilloso,Baja,28.91,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Baja,4,Bueno
2749,Magdalena,Hortaliza,Pimentón,14.6,70.7,8.6,7.2,Arenoso,Media,53.61,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
2750,Antioquia,Planta Tropical,Plátano,32.2,93.1,12.3,6.03,Limoso,Media,10.54,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2751,Huila,Planta Tropical,Cacao,25.0,64.5,4.3,6.44,Limoso,Baja,9.48,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Baja,4,Regular
2752,Córdoba,Hortaliza,Pepino,26.8,91.0,11.9,6.5,Franco,Media,9.46,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2753,Cesar,Cultivo Agrícola,Trigo,8.9,57.6,10.8,7.0,Franco-Arcilloso,Baja,40.75,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Regular
2754,Cauca,Hortaliza,Pimentón,28.0,86.8,7.1,6.18,Franco-Arcilloso,Media,33.64,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
2755,Huila,Hortaliza,Pimentón,20.8,51.0,6.5,5.93,Limoso,Media,25.57,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Bueno
2756,Sucre,Hortaliza,Zanahoria,19.4,56.5,6.1,7.31,Franco-Arcilloso,Media,10.37,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
2757,Bolívar,Cultivo Agrícola,Frijol,16.1,44.5,10.2,6.52,Arenoso,Media,13.53,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
2758,Cauca,Hortaliza,Pepino,30.3,47.8,11.6,5.68,Franco-Arcilloso,Media,37.61,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2759,Meta,Planta Tropical,Palma,32.8,87.2,11.5,5.14,Limoso,Baja,67.65,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2760,Tolima,Cultivo Agrícola,Sorgo,23.5,55.8,11.8,6.34,Limoso,Baja,25.3,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
2761,Tolima,Hortaliza,Pimentón,13.7,45.3,13.4,7.26,Arenoso,Media,20.19,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
2762,Cesar,Planta Tropical,Yuca,28.5,73.6,11.9,5.68,Limoso,Media,27.75,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
2763,Santander,Cultivo Agrícola,Sorgo,20.7,45.7,7.9,6.72,Franco,Alta,47.38,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
2764,Bolívar,Planta Tropical,Café,25.7,55.0,5.3,6.54,Franco,Media,22.98,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
2765,Nariño,Hortaliza,Pepino,28.8,93.4,10.9,5.56,Limoso,Media,35.86,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
2766,Antioquia,Cultivo Agrícola,Trigo,26.8,48.7,10.9,6.87,Franco,Baja,50.22,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Regular
2767,Meta,Planta Tropical,Café,26.4,53.1,2.8,5.36,Arenoso,Media,36.75,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Regular
2768,Meta,Cultivo Agrícola,Trigo,9.8,75.3,8.9,6.48,Arcilloso,Media,6.88,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
2769,Cesar,Cultivo Agrícola,Arroz,24.3,81.0,5.2,6.49,Franco-Arcilloso,Baja,49.67,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2770,Tolima,Cultivo Agrícola,Sorgo,25.1,48.4,7.8,7.17,Franco-Arcilloso,Baja,10.62,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2771,Antioquia,Hortaliza,Lechuga,26.2,70.6,5.3,6.53,Arcilloso,Media,56.23,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
2772,Córdoba,Cultivo Agrícola,Trigo,26.4,84.9,10.3,6.27,Limoso,Alta,26.24,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Regular
2773,Bolívar,Cultivo Agrícola,Trigo,12.2,72.9,12.5,7.49,Franco-Arcilloso,Media,33.18,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
2774,Cesar,Hortaliza,Tomate,18.5,42.7,9.7,7.45,Franco-Arcilloso,Baja,38.73,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Baja,4,Bueno
2775,Cesar,Hortaliza,Pepino,31.5,68.4,12.2,6.53,Limoso,Baja,32.99,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Baja,3,Regular
2776,Valle del Cauca,Cultivo Agrícola,Frijol,29.6,71.6,7.9,7.55,Limoso,Alta,32.94,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
2777,Santander,Hortaliza,Tomate,12.7,58.2,8.0,6.29,Limoso,Alta,56.1,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Bueno
2778,Cesar,Hortaliza,Zanahoria,28.4,45.5,9.1,5.34,Limoso,Media,6.32,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Malo
2779,Santander,Planta Tropical,Caña de azúcar,26.6,86.5,12.6,7.94,Franco-Arcilloso,Baja,18.66,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,3,Regular
2780,Huila,Planta Tropical,Palma,23.9,74.3,6.6,6.89,Franco-Arcilloso,Media,46.09,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2781,Cauca,Planta Tropical,Caña de azúcar,33.6,74.6,7.9,6.62,Arenoso,Media,33.48,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Bueno
2782,Tolima,Cultivo Agrícola,Trigo,16.4,59.8,13.0,7.08,Arenoso,Baja,40.16,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Bueno
2783,Bolívar,Planta Tropical,Cacao,27.4,89.7,8.9,7.17,Arcilloso,Media,18.47,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,3,Regular
2784,Cesar,Planta Tropical,Café,12.8,69.2,3.9,5.62,Franco-Arcilloso,Media,27.61,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2785,Santander,Hortaliza,Pepino,19.5,91.7,7.0,6.87,Arenoso,Media,32.88,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
2786,Nariño,Planta Tropical,Palma,26.6,63.7,10.9,4.35,Franco,Baja,22.51,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Regular
2787,Nariño,Planta Tropical,Cacao,34.7,59.7,7.8,6.38,Franco,Media,25.01,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2788,Magdalena,Cultivo Agrícola,Arroz,24.7,66.6,5.0,4.9,Arenoso,Media,34.72,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
2789,Antioquia,Planta Tropical,Caña de azúcar,25.2,94.4,11.7,5.68,Limoso,Alta,23.5,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
2790,Boyacá,Hortaliza,Pimentón,28.7,63.8,6.5,5.62,Franco,Alta,21.03,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,3,Regular
2791,Meta,Cultivo Agrícola,Arroz,30.9,94.0,9.2,5.45,Arcilloso,Media,31.61,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,4,Bueno
2792,Antioquia,Planta Tropical,Plátano,24.6,86.9,9.3,6.62,Limoso,Media,57.51,Óptima,Óptima,Óptima,Óptima,Óptima,Óptima,6,Excelente
2793,Meta,Hortaliza,Tomate,20.8,82.0,8.4,7.1,Arcilloso,Baja,6.9,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Baja,3,Regular
2794,Tolima,Hortaliza,Lechuga,11.4,52.0,8.7,6.59,Arenoso,Media,28.5,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
2795,Meta,Planta Tropical,Yuca,28.5,62.6,13.3,5.37,Franco,Media,73.4,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
2796,Boyacá,Hortaliza,Pimentón,23.3,63.4,13.3,7.42,Franco-Arcilloso,Media,65.1,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Excelente
2797,Santander,Planta Tropical,Palma,19.3,85.5,8.3,6.6,Franco,Alta,38.8,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
2798,Cesar,Planta Tropical,Yuca,24.1,82.9,8.3,5.59,Franco,Media,15.34,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Bueno
2799,Magdalena,Planta Tropical,Cacao,33.9,96.8,2.6,6.15,Franco,Media,20.45,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2800,Boyacá,Planta Tropical,Yuca,22.7,40.5,12.8,5.39,Limoso,Media,66.12,Óptima,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,4,Excelente
2801,Magdalena,Cultivo Agrícola,Trigo,16.7,66.8,11.8,6.59,Arcilloso,Baja,21.22,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Regular
2802,Boyacá,Cultivo Agrícola,Frijol,18.4,73.9,7.0,7.1,Arcilloso,Media,13.59,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
2803,Córdoba,Cultivo Agrícola,Frijol,13.7,40.0,5.8,6.2,Arenoso,Media,22.86,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
2804,Antioquia,Hortaliza,Lechuga,10.8,76.7,3.8,6.31,Arenoso,Media,7.88,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
2805,Córdoba,Hortaliza,Zanahoria,13.8,43.0,11.4,5.8,Arcilloso,Alta,25.27,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,2,Malo
2806,Cundinamarca,Cultivo Agrícola,Sorgo,29.5,63.9,13.6,7.43,Limoso,Baja,22.84,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
2807,Córdoba,Hortaliza,Pimentón,26.8,63.7,6.8,7.72,Arenoso,Baja,18.61,Óptima,Óptima,Fuera de rango,Fuera de rango,No óptimo,Baja,2,Malo
2808,Bolívar,Cultivo Agrícola,Trigo,29.7,38.4,10.4,7.14,Franco-Arcilloso,Alta,50.56,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Óptima,4,Bueno
2809,Bolívar,Hortaliza,Pepino,14.9,66.4,10.9,5.97,Arcilloso,Alta,32.34,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Regular
2810,Cundinamarca,Hortaliza,Zanahoria,21.5,54.0,9.3,6.65,Arcilloso,Media,18.81,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
2811,Cundinamarca,Hortaliza,Lechuga,23.3,56.7,6.5,5.84,Arcilloso,Baja,17.06,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Baja,2,Malo
2812,Bolívar,Cultivo Agrícola,Sorgo,19.3,51.5,7.3,5.38,Limoso,Media,8.11,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
2813,Bolívar,Cultivo Agrícola,Trigo,23.5,78.4,13.2,6.82,Arenoso,Alta,32.65,Óptima,Fuera de rango,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
2814,Magdalena,Planta Tropical,Yuca,28.3,58.2,10.9,7.25,Franco,Media,28.73,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
2815,Antioquia,Planta Tropical,Café,22.6,58.3,5.8,6.19,Franco-Arcilloso,Alta,33.83,Óptima,Fuera de rango,Óptima,Óptima,Óptima,Óptima,5,Excelente
2816,Cauca,Hortaliza,Cebolla,15.7,69.6,10.9,5.53,Arenoso,Media,31.5,Óptima,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,4,Bueno
2817,Boyacá,Cultivo Agrícola,Trigo,16.8,84.1,7.6,5.73,Arcilloso,Media,8.36,Óptima,Fuera de rango,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
2818,Valle del Cauca,Planta Tropical,Cacao,23.5,80.6,5.6,7.11,Franco-Arcilloso,Media,67.99,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
2819,Cundinamarca,Planta Tropical,Cacao,16.0,97.9,5.1,7.37,Franco-Arcilloso,Alta,26.44,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,3,Regular
2820,Antioquia,Cultivo Agrícola,Papa,23.2,62.5,7.8,5.92,Franco-Arcilloso,Alta,11.41,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
2821,Cundinamarca,Hortaliza,Cebolla,25.2,37.0,12.4,5.85,Limoso,Media,16.02,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Regular
2822,Santander,Cultivo Agrícola,Trigo,17.8,40.3,9.2,7.41,Arcilloso,Media,57.27,Óptima,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,4,Bueno
2823,Antioquia,Planta Tropical,Plátano,37.5,72.5,9.4,6.91,Arcilloso,Media,16.54,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
2824,Bolívar,Planta Tropical,Yuca,18.0,48.8,11.5,5.34,Franco,Media,5.99,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2825,Huila,Planta Tropical,Café,12.2,55.7,3.0,6.99,Franco-Arcilloso,Media,16.93,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,2,Regular
2826,Santander,Cultivo Agrícola,Papa,10.5,93.1,12.9,4.63,Arenoso,Baja,2.77,Óptima,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Baja,1,Malo
2827,Córdoba,Hortaliza,Tomate,14.6,47.2,6.1,5.27,Arcilloso,Media,18.66,Fuera de rango,Fuera de rango,Fuera de rango,Fuera de rango,No óptimo,Óptima,1,Malo
2828,Bolívar,Hortaliza,Pepino,28.2,61.3,11.0,6.91,Arcilloso,Baja,22.6,Óptima,Óptima,Óptima,Óptima,No óptimo,Baja,4,Bueno
2829,Meta,Cultivo Agrícola,Frijol,30.1,69.9,4.7,6.96,Arcilloso,Media,7.96,Fuera de rango,Óptima,Fuera de rango,Óptima,No óptimo,Óptima,3,Regular
2830,Meta,Hortaliza,Pepino,16.1,71.0,9.0,5.55,Limoso,Baja,30.23,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Baja,4,Bueno
2831,Boyacá,Cultivo Agrícola,Frijol,12.4,66.7,10.0,6.1,Limoso,Media,67.68,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
2832,Antioquia,Hortaliza,Lechuga,26.9,55.7,10.1,6.4,Franco,Alta,15.96,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Regular
2833,Cauca,Hortaliza,Tomate,26.4,62.4,11.2,5.72,Arcilloso,Media,47.01,Óptima,Óptima,Óptima,Óptima,No óptimo,Óptima,5,Excelente
2834,Huila,Cultivo Agrícola,Trigo,26.2,58.5,12.1,6.31,Franco,Alta,37.08,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2835,Santander,Hortaliza,Zanahoria,13.2,53.6,6.4,6.27,Franco-Arcilloso,Baja,30.96,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
2836,Huila,Hortaliza,Cebolla,13.2,53.6,11.3,6.34,Franco,Media,55.26,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Bueno
2837,Santander,Cultivo Agrícola,Maíz,19.6,76.4,8.0,6.71,Limoso,Alta,62.46,Fuera de rango,Óptima,Óptima,Óptima,Óptima,Óptima,5,Excelente
2838,Boyacá,Planta Tropical,Caña de azúcar,17.1,50.9,5.0,7.09,Limoso,Media,37.91,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2839,Boyacá,Planta Tropical,Yuca,28.5,73.4,9.1,5.21,Franco,Baja,22.01,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2840,Nariño,Hortaliza,Pepino,26.8,62.0,9.7,6.47,Limoso,Baja,63.82,Óptima,Óptima,Óptima,Óptima,Óptima,Baja,5,Excelente
2841,Sucre,Hortaliza,Pimentón,28.2,50.9,9.7,7.26,Arenoso,Media,9.18,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
2842,Santander,Hortaliza,Pimentón,29.5,77.1,10.9,5.54,Arcilloso,Media,37.33,Fuera de rango,Óptima,Óptima,Fuera de rango,No óptimo,Óptima,3,Regular
2843,Magdalena,Hortaliza,Pimentón,17.2,56.0,10.6,6.99,Arenoso,Media,32.97,Fuera de rango,Óptima,Óptima,Óptima,No óptimo,Óptima,4,Bueno
2844,Boyacá,Planta Tropical,Plátano,33.1,62.7,6.5,5.38,Franco-Arcilloso,Baja,25.92,Fuera de rango,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,2,Malo
2845,Sucre,Hortaliza,Cebolla,28.3,54.2,11.3,7.9,Arenoso,Alta,10.22,Fuera de rango,Óptima,Fuera de rango,Fuera de rango,No óptimo,Óptima,2,Malo
2846,Sucre,Cultivo Agrícola,Maíz,33.5,40.2,13.0,6.51,Limoso,Baja,16.26,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Baja,2,Malo
2847,Meta,Planta Tropical,Café,14.6,90.8,3.7,5.89,Franco,Media,44.73,Fuera de rango,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,3,Regular
2848,Meta,Hortaliza,Tomate,19.2,55.8,5.3,5.84,Arenoso,Baja,8.98,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Regular
2849,Boyacá,Planta Tropical,Plátano,23.0,92.1,11.2,5.84,Franco,Media,33.07,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2850,Bolívar,Cultivo Agrícola,Trigo,20.7,57.0,11.5,6.9,Arcilloso,Baja,28.84,Óptima,Óptima,Fuera de rango,Óptima,No óptimo,Baja,3,Regular
2851,Meta,Hortaliza,Pepino,18.9,64.3,10.6,5.07,Limoso,Baja,7.31,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Baja,3,Regular
2852,Cesar,Cultivo Agrícola,Trigo,19.4,72.4,11.5,7.35,Limoso,Alta,15.88,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Óptima,5,Bueno
2853,Sucre,Cultivo Agrícola,Sorgo,28.2,43.7,12.5,6.39,Franco-Arcilloso,Baja,42.63,Óptima,Óptima,Fuera de rango,Óptima,Óptima,Baja,4,Bueno
2854,Bolívar,Planta Tropical,Yuca,21.8,41.1,9.5,6.93,Arenoso,Alta,5.51,Fuera de rango,Fuera de rango,Óptima,Óptima,No óptimo,Óptima,3,Regular
2855,Sucre,Cultivo Agrícola,Maíz,30.1,86.3,7.6,7.15,Franco,Alta,25.47,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
2856,Cesar,Cultivo Agrícola,Sorgo,29.0,58.9,10.4,7.81,Franco-Arcilloso,Media,43.67,Óptima,Óptima,Óptima,Fuera de rango,Óptima,Óptima,5,Excelente
2857,Boyacá,Hortaliza,Tomate,16.6,86.3,11.2,7.01,Franco-Arcilloso,Baja,20.35,Fuera de rango,Fuera de rango,Óptima,Óptima,Óptima,Baja,3,Regular
2858,Boyacá,Hortaliza,Lechuga,21.4,68.3,4.2,5.61,Franco,Baja,30.62,Óptima,Óptima,Fuera de rango,Fuera de rango,Óptima,Baja,3,Regular
2859,Magdalena,Hortaliza,Pepino,16.4,85.0,8.1,5.2,Franco-Arcilloso,Alta,27.11,Fuera de rango,Óptima,Óptima,Fuera de rango,Óptima,Óptima,4,Bueno
2860,Tolima,Planta Tropical,Palma,34.7,86.4,5.3,5.56,Limoso,Media,52.93,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
2861,Cesar,Cultivo Agrícola,Arroz,33.0,97.7,5.6,4.7,Franco,Baja,33.39,Óptima,Fuera de rango,Óptima,Fuera de rango,Óptima,Baja,3,Regular
2862,Tolima,Hortaliza,Pepino,31.1,61.2,6.2,6.38,Franco-Arcilloso,Media,27.61,Fuera de rango,Óptima,Fuera de rango,Óptima,Óptima,Óptima,4,Bueno
